"Name","Location","Symbol Type","Data Type","Namespace","Source","Reference Count","Offcut Ref Count"
"caseD_3a","080909dc","Instruction Label","","switchD_080907da","Analysis","0","0"
"FUN_080909e8","080909e8","Function","undefined","Global","Default","0","0"
"FUN_08090b6c","08090b6c","Function","undefined","Global","Default","3","0"
"FUN_08090cdc","08090cdc","Function","undefined","Global","Default","5","0"
"switchD","08090d16","Instruction Label","","switchD_08090d16","Analysis","0","0"
"switchdataD_08090d20","08090d20","Data Label","undefined *","switchD_08090d16","Analysis","2","0"
"caseD_4025","08090d50","Instruction Label","","switchD_08090d16","Analysis","2","0"
"caseD_402d","08090d68","Instruction Label","","switchD_08090d16","Analysis","2","0"
"caseD_4024","08090d80","Instruction Label","","switchD_08090d16","Analysis","2","0"
"caseD_402c","08090d98","Instruction Label","","switchD_08090d16","Analysis","2","0"
"caseD_4022","08090db2","Instruction Label","","switchD_08090d16","Analysis","11","0"
"caseD_4023","08090db2","Instruction Label","","switchD_08090d16","Analysis","0","0"
"caseD_4026","08090db2","Instruction Label","","switchD_08090d16","Analysis","0","0"
"caseD_4027","08090db2","Instruction Label","","switchD_08090d16","Analysis","0","0"
"caseD_4028","08090db2","Instruction Label","","switchD_08090d16","Analysis","0","0"
"caseD_4029","08090db2","Instruction Label","","switchD_08090d16","Analysis","0","0"
"caseD_402a","08090db2","Instruction Label","","switchD_08090d16","Analysis","0","0"
"caseD_402b","08090db2","Instruction Label","","switchD_08090d16","Analysis","0","0"
"FUN_08090dc4","08090dc4","Function","undefined","Global","Default","1","0"
"FUN_08090e4c","08090e4c","Function","undefined","Global","Default","1","0"
"FUN_08090e64","08090e64","Function","undefined","Global","Default","1","0"
"FUN_08090ea8","08090ea8","Function","undefined","Global","Default","0","1"
"FUN_08090ec0","08090ec0","Function","undefined","Global","Default","0","1"
"FUN_08090f00","08090f00","Function","undefined","Global","Default","0","0"
"FUN_08090f70","08090f70","Function","undefined","Global","Default","0","1"
"FUN_08090fb8","08090fb8","Function","undefined","Global","Default","0","1"
"FUN_08090ff8","08090ff8","Function","undefined","Global","Default","0","1"
"FUN_08091010","08091010","Function","undefined","Global","Default","0","1"
"FUN_080910a0","080910a0","Function","undefined","Global","Default","0","1"
"FUN_08091108","08091108","Function","undefined","Global","Default","0","1"
"FUN_08091120","08091120","Function","undefined","Global","Default","0","1"
"FUN_08091198","08091198","Function","undefined","Global","Default","0","0"
"FUN_080911ec","080911ec","Function","undefined","Global","Default","0","1"
"CreatePullableLever","08091264","Function","undefined","Global","User Defined","0","0"
"FUN_08091338","08091338","Function","undefined","Global","Default","0","0"
"FUN_08091360","08091360","Function","undefined","Global","Default","0","0"
"FUN_08091380","08091380","Function","undefined","Global","Default","0","1"
"FUN_08091444","08091444","Function","undefined","Global","Default","0","0"
"FUN_08091470","08091470","Function","undefined","Global","Default","0","0"
"FUN_08091504","08091504","Function","undefined","Global","Default","1","0"
"FUN_0809153c","0809153c","Function","undefined","Global","Default","1","0"
"FUN_08091660","08091660","Function","undefined","Global","Default","2","0"
"FUN_080916cc","080916cc","Function","undefined","Global","Default","0","1"
"FUN_080916ec","080916ec","Function","undefined","Global","Default","0","1"
"FUN_080917dc","080917dc","Function","undefined","Global","Default","0","1"
"FUN_080918a4","080918a4","Function","undefined","Global","Default","0","1"
"FUN_080919ac","080919ac","Function","undefined","Global","Default","0","1"
"switchD","08091af4","Instruction Label","","switchD_08091af4","Analysis","0","0"
"switchdataD_08091afc","08091afc","Data Label","undefined *","switchD_08091af4","Analysis","3","0"
"caseD_64","08091b2c","Instruction Label","","switchD_08091af4","Analysis","2","0"
"caseD_67","08091bb8","Instruction Label","","switchD_08091af4","Analysis","9","0"
"caseD_68","08091bb8","Instruction Label","","switchD_08091af4","Analysis","0","0"
"caseD_69","08091bb8","Instruction Label","","switchD_08091af4","Analysis","0","0"
"caseD_6a","08091bb8","Instruction Label","","switchD_08091af4","Analysis","0","0"
"caseD_6c","08091bb8","Instruction Label","","switchD_08091af4","Analysis","0","0"
"caseD_6d","08091bb8","Instruction Label","","switchD_08091af4","Analysis","0","0"
"caseD_6e","08091bb8","Instruction Label","","switchD_08091af4","Analysis","0","0"
"caseD_6f","08091bb8","Instruction Label","","switchD_08091af4","Analysis","0","0"
"caseD_65","08091bd8","Instruction Label","","switchD_08091af4","Analysis","7","0"
"caseD_66","08091bd8","Instruction Label","","switchD_08091af4","Analysis","0","0"
"caseD_6b","08091bd8","Instruction Label","","switchD_08091af4","Analysis","0","0"
"FUN_08091c0c","08091c0c","Function","undefined","Global","Default","1","1"
"FUN_08091c98","08091c98","Function","undefined","Global","Default","0","1"
"FUN_08091cc8","08091cc8","Function","undefined","Global","Default","0","1"
"FUN_08091d90","08091d90","Function","undefined","Global","Default","0","1"
"FUN_08091ddc","08091ddc","Function","undefined","Global","Default","1","0"
"FUN_08091e60","08091e60","Function","undefined","Global","Default","0","1"
"FUN_08091e78","08091e78","Function","undefined","Global","Default","0","1"
"FUN_08091ec0","08091ec0","Function","undefined","Global","Default","0","0"
"FUN_08091ef4","08091ef4","Function","undefined","Global","Default","0","1"
"FUN_08091f14","08091f14","Function","undefined","Global","Default","0","1"
"FUN_08092000","08092000","Function","undefined","Global","Default","0","0"
"FUN_08092050","08092050","Function","undefined","Global","Default","0","1"
"FUN_0809214c","0809214c","Function","undefined","Global","Default","0","1"
"FUN_08092164","08092164","Function","undefined","Global","Default","0","1"
"FUN_080921bc","080921bc","Function","undefined","Global","Default","1","0"
"FUN_080921f0","080921f0","Function","undefined","Global","Default","1","0"
"FUN_08092214","08092214","Function","undefined","Global","Default","1","0"
"FUN_0809223c","0809223c","Function","undefined","Global","Default","2","0"
"FUN_0809225c","0809225c","Function","undefined","Global","Default","0","1"
"FUN_08092278","08092278","Function","undefined","Global","Default","1","0"
"FUN_0809229c","0809229c","Function","undefined","Global","Default","0","0"
"FUN_080922e4","080922e4","Function","undefined","Global","Default","0","0"
"FUN_08092344","08092344","Function","undefined","Global","Default","1","0"
"FUN_08092368","08092368","Function","undefined","Global","Default","0","1"
"FUN_080923a0","080923a0","Function","undefined","Global","Default","0","1"
"FUN_080923e4","080923e4","Function","undefined","Global","Default","0","1"
"FUN_08092420","08092420","Function","undefined","Global","Default","0","1"
"FUN_0809246c","0809246c","Function","undefined","Global","Default","0","1"
"FUN_080924e4","080924e4","Function","undefined","Global","Default","0","1"
"FUN_08092530","08092530","Function","undefined","Global","Default","0","1"
"FUN_08092590","08092590","Function","undefined","Global","Default","0","1"
"CreatePlatformOnLava","080925a4","Function","undefined","Global","User Defined","1","0"
"FUN_08092620","08092620","Function","undefined","Global","Default","2","0"
"FUN_0809264c","0809264c","Function","undefined","Global","Default","3","0"
"FUN_0809269c","0809269c","Function","undefined","Global","Default","5","0"
"FUN_080926e4","080926e4","Function","undefined","Global","Default","1","0"
"FUN_0809271c","0809271c","Function","undefined","Global","Default","0","1"
"FUN_08092734","08092734","Function","undefined","Global","Default","0","1"
"FUN_0809274c","0809274c","Function","undefined","Global","Default","0","1"
"FUN_080927ac","080927ac","Function","undefined","Global","Default","0","0"
"FUN_080927d4","080927d4","Function","undefined","Global","Default","0","0"
"FUN_08092850","08092850","Function","undefined","Global","Default","0","0"
"FUN_0809288c","0809288c","Function","undefined","Global","Default","0","1"
"FUN_080928c8","080928c8","Function","undefined","Global","Default","1","0"
"FUN_08092930","08092930","Function","undefined","Global","Default","0","0"
"FUN_08092940","08092940","Function","undefined","Global","Default","0","0"
"FUN_08092958","08092958","Function","undefined","Global","Default","1","0"
"FUN_0809298c","0809298c","Function","undefined","Global","Default","0","1"
"FUN_080929a4","080929a4","Function","undefined","Global","Default","0","1"
"FUN_08092a94","08092a94","Function","undefined","Global","Default","0","1"
"FUN_08092b0c","08092b0c","Function","undefined","Global","Default","0","1"
"FUN_08092b6c","08092b6c","Function","undefined","Global","Default","0","1"
"FUN_08092b74","08092b74","Function","undefined","Global","Default","0","1"
"FUN_08092b8c","08092b8c","Function","undefined","Global","Default","0","1"
"FUN_08092bf8","08092bf8","Function","undefined","Global","Default","0","0"
"FUN_08092ca0","08092ca0","Function","undefined","Global","Default","0","1"
"FUN_08092cdc","08092cdc","Function","undefined","Global","Default","0","1"
"FUN_08092d7c","08092d7c","Function","undefined","Global","Default","0","0"
"FUN_08092e94","08092e94","Function","undefined","Global","Default","0","0"
"FUN_08092ed4","08092ed4","Function","undefined","Global","Default","0","1"
"FUN_08092eec","08092eec","Function","undefined","Global","Default","0","1"
"FUN_08092f68","08092f68","Function","undefined","Global","Default","0","1"
"FUN_080930f4","080930f4","Function","undefined","Global","Default","0","1"
"FUN_08093178","08093178","Function","undefined","Global","Default","0","1"
"FUN_080931a4","080931a4","Function","undefined","Global","Default","3","0"
"FUN_08093248","08093248","Function","undefined","Global","Default","2","0"
"FUN_08093280","08093280","Function","undefined","Global","Default","1","0"
"FUN_080932a8","080932a8","Function","undefined","Global","Default","1","0"
"FUN_080932d8","080932d8","Function","undefined","Global","Default","1","0"
"FUN_08093308","08093308","Function","undefined","Global","Default","1","0"
"FUN_08093334","08093334","Function","undefined","Global","Default","2","0"
"FUN_08093364","08093364","Function","undefined","Global","Default","2","0"
"FUN_080933d8","080933d8","Function","undefined","Global","Default","0","1"
"FUN_080933fc","080933fc","Function","undefined","Global","Default","0","0"
"FUN_08093428","08093428","Function","undefined","Global","Default","0","1"
"FUN_0809346c","0809346c","Function","undefined","Global","Default","0","1"
"FUN_080934c8","080934c8","Function","undefined","Global","Default","1","0"
"FUN_080934e0","080934e0","Function","undefined","Global","Default","0","1"
"FUN_08093650","08093650","Function","undefined","Global","Default","0","0"
"FUN_080936c8","080936c8","Function","undefined","Global","Default","2","0"
"FUN_08093760","08093760","Function","undefined","Global","Default","0","1"
"FUN_080937c4","080937c4","Function","undefined","Global","Default","0","1"
"FUN_08093884","08093884","Function","undefined","Global","Default","0","0"
"FUN_080938c0","080938c0","Function","undefined","Global","Default","0","0"
"FUN_08093910","08093910","Function","undefined","Global","Default","0","0"
"FUN_08093984","08093984","Function","undefined","Global","Default","1","0"
"FUN_080939c0","080939c0","Function","undefined","Global","Default","0","1"
"FUN_08093a1c","08093a1c","Function","undefined","Global","Default","3","0"
"FUN_08093c70","08093c70","Function","undefined","Global","Default","1","0"
"FUN_08093d70","08093d70","Function","undefined","Global","Default","0","1"
"BreakAndDropHeart","08093d88","Function","undefined","Global","User Defined","0","1"
"FUN_08093de0","08093de0","Function","undefined","Global","Default","0","0"
"FUN_08093e08","08093e08","Function","undefined","Global","Default","0","0"
"FUN_08093e10","08093e10","Function","undefined","Global","Default","1","0"
"FUN_08093e24","08093e24","Function","undefined","Global","Default","0","1"
"FUN_08093e3c","08093e3c","Function","undefined","Global","Default","0","1"
"FUN_08093eac","08093eac","Function","undefined","Global","Default","0","0"
"FUN_08093ed0","08093ed0","Function","undefined","Global","Default","0","1"
"FUN_08093ef0","08093ef0","Function","undefined","Global","Default","0","0"
"FUN_08093fe0","08093fe0","Function","undefined","Global","Default","0","0"
"FUN_08094064","08094064","Function","undefined","Global","Default","1","0"
"FUN_08094084","08094084","Function","undefined","Global","Default","0","1"
"FUN_08094130","08094130","Function","undefined","Global","Default","0","1"
"FUN_08094148","08094148","Function","undefined","Global","Default","0","1"
"FUN_08094398","08094398","Function","undefined","Global","Default","1","1"
"FUN_08094424","08094424","Function","undefined","Global","Default","0","1"
"FUN_08094540","08094540","Function","undefined","Global","Default","0","1"
"FUN_08094570","08094570","Function","undefined","Global","Default","0","1"
"FUN_08094660","08094660","Function","undefined","Global","Default","1","0"
"FUN_08094708","08094708","Function","undefined","Global","Default","4","0"
"FUN_0809475c","0809475c","Function","undefined","Global","Default","0","1"
"FUN_08094774","08094774","Function","undefined","Global","Default","0","1"
"switchD","0809478c","Instruction Label","","switchD_0809478c","Analysis","0","0"
"switchdataD_08094794","08094794","Data Label","undefined *","switchD_0809478c","Analysis","3","0"
"caseD_0","080947b8","Instruction Label","","switchD_0809478c","Analysis","2","0"
"caseD_1","08094824","Instruction Label","","switchD_0809478c","Analysis","2","0"
"caseD_2","080948b0","Instruction Label","","switchD_0809478c","Analysis","2","0"
"caseD_3","080948c6","Instruction Label","","switchD_0809478c","Analysis","11","0"
"caseD_4","080948c6","Instruction Label","","switchD_0809478c","Analysis","0","0"
"caseD_5","080948c6","Instruction Label","","switchD_0809478c","Analysis","0","0"
"caseD_6","080948c6","Instruction Label","","switchD_0809478c","Analysis","0","0"
"caseD_7","080948c6","Instruction Label","","switchD_0809478c","Analysis","0","0"
"caseD_8","080948c6","Instruction Label","","switchD_0809478c","Analysis","0","0"
"FUN_080948d0","080948d0","Function","undefined","Global","Default","0","0"
"FUN_080948e8","080948e8","Function","undefined","Global","Default","0","0"
"FUN_08094980","08094980","Function","undefined","Global","Default","4","0"
"FUN_08094a0c","08094a0c","Function","undefined","Global","Default","0","1"
"FUN_08094a44","08094a44","Function","undefined","Global","Default","0","1"
"FUN_08094a5c","08094a5c","Function","undefined","Global","Default","0","1"
"FUN_08094a90","08094a90","Function","undefined","Global","Default","0","1"
"FUN_08094ae8","08094ae8","Function","undefined","Global","Default","0","0"
"FUN_08094b0c","08094b0c","Function","undefined","Global","Default","0","0"
